"name","region","year","POP","GDP","HEX","LAN","MOR","GDP_cap","HEX_total"
"New Zealand","East Asia & Pacific",2008,4259800,1.33e+11,10.6984593,263310,6.4,31222.1231043711,1422895086900
"Nicaragua","Latin America & Caribbean",2008,5594524,8491388729,6.98285453,120340,28.1,1517.80361099532,59294132252.2886
"Niger","Sub-Saharan Africa",2008,15085130,5403363917,6.75786887,1266700,141.3,358.191405509929,36515224807.9756
"Nigeria","Sub-Saharan Africa",2008,151115683,2.08e+11,3.99807623,910770,140.9,1376.42894417517,831599855840
"Northern Mariana Islands","East Asia & Pacific",2008,57343,NA,NA,460,NA,NA,NA
"Norway","Europe & Central Asia",2008,4768212,4.62e+11,8.4020757,365245,3.5,96891.6650518056,3881758973400
"Oman","Middle East & North Africa",2008,2652281,60905331599,2.01221452,309500,11.9,22963.3781635505,122554592588.923
"Pakistan","South Asia",2008,163096985,1.7e+11,3.2590847,770880,95.5,1042.3246021378,554044399000
"Palau","East Asia & Pacific",2008,20227,198100000,9.0740546,460,20.7,9793.8399169427,1797570216.26
"Panama","Latin America & Caribbean",2008,3498679,24522200000,6.75011236,74340,21,7008.98824956505,165527605314.392
"Papua New Guinea","East Asia & Pacific",2008,6540267,8000074071,4.05603415,452860,69.7,1223.20297795182,32448573634.5055
"Paraguay","Latin America & Caribbean",2008,6047131,18504130753,7.06394059,397300,25.7,3059.98509921482,130712080308.784
"Peru","Latin America & Caribbean",2008,28642048,1.22e+11,4.72994861,1280000,23.2,4259.47194837464,577053730420
"Philippines","East Asia & Pacific",2008,90297115,1.74e+11,4.04747517,298170,33.4,1926.9718639405,704260679580
"Poland","Europe & Central Asia",2008,38125759,5.3e+11,6.87653481,306300,6.7,13901.3625932011,3644563449300
"Portugal","Europe & Central Asia",2008,10558177,2.62e+11,9.89868879,91470,4.1,24814.8899189699,2593456462980
"Puerto Rico","Latin America & Caribbean",2008,3760866,93639316000,NA,8870,NA,24898.3388400438,NA
"Qatar","Middle East & North Africa",2008,1388962,1.15e+11,1.87470035,11610,9.5,82795.6416374242,215590540250
"Romania","Europe & Central Asia",2008,20537875,2.08e+11,5.33489757,229900,16.1,10127.63004936,1109658694560
"Russian Federation","Europe & Central Asia",2008,142742350,1.66e+12,6.22459761,16376870,13.5,11629.3447599819,10332832032600
"Rwanda","Sub-Saharan Africa",2008,9750314,4796573531,7.66066411,24670,78.3,491.940416585558,36744938699.9077
"Samoa","East Asia & Pacific",2008,183440,619260721.6,4.51961091,2830,18.8,3375.82163977322,2798817513.47783
"San Marino","Europe & Central Asia",2008,30160,1899879955,3.94560934,60,3.7,62993.3672082228,7496184095.32678
"Sao Tome and Principe","Sub-Saharan Africa",2008,163595,189595284.4,5.66213472,960,61,1158.9308010636,1073514042.54951
"Saudi Arabia","Middle East & North Africa",2008,26742842,5.2e+11,2.87015066,2149690,18.1,19444.4554546596,1492478343200
"Senegal","Sub-Saharan Africa",2008,12229703,13386345215,4.93514752,192530,75.8,1094.5764762235,66063588389.6711
"Serbia","Europe & Central Asia",2008,7350222,49259526053,10.04801464,87460,8,6701.77391281515,494960438940.005
"Seychelles","Sub-Saharan Africa",2008,86956,967199594,2.6367745,460,14.2,11122.8620681724,2550287225.86955
"Sierra Leone","Sub-Saharan Africa",2008,5521838,2505458705,10.29246346,72180,179.1,453.736365500038,25787342171.7514
"Singapore","East Asia & Pacific",2008,4839396,1.92e+11,3.91164646,700,2.8,39674.3725869923,751036120320
"Sint Maarten (Dutch part)","Latin America & Caribbean",2008,40458,NA,NA,34,NA,NA,NA
"Slovak Republic","Europe & Central Asia",2008,5379233,1e+11,8.0208281,48100,8.9,18590.0108807334,802082810000
"Slovenia","Europe & Central Asia",2008,2021316,55589863776,8.46557039,20140,3.6,27501.8175169048,470599904766.239
"Solomon Islands","East Asia & Pacific",2008,503410,608292551.5,5.97100604,27990,33.1,1208.3441955861,3632118499.09351
"Somalia","Sub-Saharan Africa",2008,9132589,NA,NA,627340,168.5,NA,NA
"South Africa","Sub-Saharan Africa",2008,49296222.56,2.87e+11,7.74694468,1213090,68.4,5821.94710052445,2223373123160
"South Sudan","Sub-Saharan Africa",2008,9208598,15550136279,NA,NA,120,1688.65404690269,NA
"Spain","Europe & Central Asia",2008,45954106,1.63e+12,8.80496468,498800,5,35470.1710441282,14352092428400
"Sri Lanka","South Asia",2008,19817000,40713812310,3.44475072,62710,11.8,2054.48919160317,140248934268.817
"St. Kitts and Nevis","Latin America & Caribbean",2008,51093,734660333.3,5.91390479,260,13.5,14378.8842561603,4344711264.12587
"St. Lucia","Latin America & Caribbean",2008,172729,1194493407,7.43456753,610,16.6,6915.41899159956,8880541898.48127
"St. Martin (French part)","Latin America & Caribbean",2008,29376,NA,NA,54.4,NA,NA,NA
"St. Vincent and the Grenadines","Latin America & Caribbean",2008,109165,695428851.9,4.69654243,390,21.4,6370.43788668529,3266111109.99454
"Sudan","Sub-Saharan Africa",2008,34470138,54526580232,8.16712987,2376000,84.7,1581.84978058399,445325662121.719
"Suriname","Latin America & Caribbean",2008,506657,3532969035,5.92226887,156000,26.4,6973.09824003221,20923192534.6544
"Swaziland","Sub-Saharan Africa",2008,1153750,3019779209,8.19474448,17200,113.8,2617.36009447454,24746319003.7715
"Sweden","Europe & Central Asia",2008,9219637,5.14e+11,9.22835422,410340,3.2,55750.5680538182,4743374069080
"Switzerland","Europe & Central Asia",2008,7647675,5.52e+11,10.2889506,39516,4.7,72178.7994390452,5679500731200
"Syrian Arab Republic","Middle East & North Africa",2008,20097057,NA,3.39762749,183640,16.5,NA,NA
"Tajikistan","Europe & Central Asia",2008,7254072,5161298559,5.58479823,139960,56.2,711.50362982336,28824811056.8047
"Tanzania","Sub-Saharan Africa",2008,42844744,27368386358,4.21458618,885800,73.7,638.780485139554,115346422913.327
"Thailand","East Asia & Pacific",2008,66453255,2.91e+11,5.66074957,510890,15.6,4379.01800295561,1647278124870
"Timor-Leste","East Asia & Pacific",2008,1030630,6.94e+08,0.73921941,14870,70.2,673.374537904,513018270.54
"Togo","Sub-Saharan Africa",2008,6052937,3163416242,5.73187263,54390,96.4,522.625007000734,18132298974.8173
"Tonga","East Asia & Pacific",2008,102816,340041546.5,5.12973873,720,17,3307.28239281824,1744324290.89015
"Trinidad and Tobago","Latin America & Caribbean",2008,1315372,27870257894,4.3981753,5130,24.9,21188.1185656985,122578279874.021
"Tunisia","Middle East & North Africa",2008,10328900,44856586316,5.6286516,155360,19.4,4342.82317729865,252482096338.092
"Turkey","Europe & Central Asia",2008,70344357,7.3e+11,6.07447864,769630,22.2,10377.5204029514,4434369407200
"Turkmenistan","Europe & Central Asia",2008,4917541,19271523179,1.9252072,469930,63.9,3918.93492682623,37101675179.1777
"Turks and Caicos Islands","Latin America & Caribbean",2008,29481,NA,NA,950,NA,NA,NA
"Tuvalu","East Asia & Pacific",2008,9788,30290219.76,13.42532962,30,33.6,3094.62809154066,406656184.540237
"Uganda","Sub-Saharan Africa",2008,31014427,14239026630,9.10394727,199810,85.9,459.109775911707,129631347615.646
"Ukraine","Europe & Central Asia",2008,46258200,1.8e+11,6.63441822,579320,12.9,3891.20199229542,1194195279600
"United Arab Emirates","Middle East & North Africa",2008,6900142,3.15e+11,2.92853487,83600,9.1,45651.2344238713,922488484050
"United Kingdom","Europe & Central Asia",2008,61806995,2.79e+12,8.85089693,241930,5.6,45140.5217160291,24694002434700
"United States","North America",2008,304093966,1.47e+13,16.02261006,9147420,7.7,48340.3212282088,235532367882000
"Uruguay","Latin America & Caribbean",2008,3350832,30366213118,8.17280036,175020,13,9062.29053500743,248176997502.627
"Uzbekistan","Europe & Central Asia",2008,27302800,27934030937,5.92163254,425400,49.2,1023.11964109908,165415066569.906
"Vanuatu","East Asia & Pacific",2008,225335,607958616.1,3.66361488,12190,28.2,2698.02123993166,2227326232.36817
"Venezuela, RB","Latin America & Caribbean",2008,28116716,3.16e+11,3.98047064,882050,17.1,11238.865876086,1257828722240
"Vietnam","East Asia & Pacific",2008,85118700,99130304099,5.52834177,310070,26.2,1164.61252461563,548026200823.304
"Virgin Islands (U.S.)","Latin America & Caribbean",2008,107091,NA,NA,350,NA,NA,NA
"West Bank and Gaza","Middle East & North Africa",2008,3596688,6673500000,NA,6020,24.7,1855.45702045882,NA
"Yemen, Rep.","Middle East & North Africa",2008,22322699,30397203369,5.11744651,527970,61,1361.71720852393,155556062294.449
"Zambia","Sub-Saharan Africa",2008,13114579,17910858638,4.8719934,743390,93.1,1365.72120523274,87261585072.669
"Zimbabwe","Sub-Saharan Africa",2008,13495462,4415702800,4.95530438,386850,95.4,327.199083662345,21881151425.6183
"Afghanistan","South Asia",2009,27207291,12486943506,9.41897064,652860,107.6,458.955781595455,117614154266.353
"Albania","Europe & Central Asia",2009,2927519,12044212904,5.79133946,27400,17.3,4114.13654497204,69752125455.5764
"Algeria","Middle East & North Africa",2009,35401790,1.37e+11,5.35942501,2381740,28.3,3869.86081777221,734241226370
"American Samoa","East Asia & Pacific",2009,56226,NA,NA,200,NA,NA,NA
"Andorra","Europe & Central Asia",2009,85474,3649863493,6.75968963,470,3.4,42701.4471418209,24671944404.5477
"Angola","Sub-Saharan Africa",2009,20520103,75492384801,4.37177378,1246700,187.3,3678.94765445378,330035628462.682
"Antigua and Barbuda","Latin America & Caribbean",2009,86300,1206410370,4.86206202,440,10.4,13979.2626882966,5865642040.51115
"Argentina","Latin America & Caribbean",2009,40798641,3.77e+11,7.63475841,2736690,15,9240.50386874406,2878303920570
"Armenia","Europe & Central Asia",2009,2966108,8647936748,4.54532341,28470,19,2915.58390591307,39307669348.8837
"Aruba","Latin America & Caribbean",2009,101416,2498932961,NA,180,NA,24640.4212451684,NA
"Australia","East Asia & Pacific",2009,21691700,9.27e+11,9.04605596,7682300,5,42735.239746078,8385693874920
"Austria","Europe & Central Asia",2009,8343323,3.98e+11,11.19443731,82571,4.5,47702.8157725645,4455386049380
"Azerbaijan","Europe & Central Asia",2009,8947243,44291490421,5.85024048,82622,41,4950.29479147934,259115870180.466
"Bahamas, The","Latin America & Caribbean",2009,354780,7820420000,7.4319201,10010,14.2,22043.0125711709,58120736588.442
"Bahrain","Middle East & North Africa",2009,1196774,22938218085,3.786504,760,8.8,19166.7082381469,86855654531.7248
"Bangladesh","South Asia",2009,149905836,1.02e+11,2.90958368,130170,52.6,680.42714494451,296777535360
"Barbados","Latin America & Caribbean",2009,278466,4.602e+09,6.21396814,430,15.1,16526.2545517227,28596681380.28
"Belarus","Europe & Central Asia",2009,9507000,49208656976,6.08504113,202820,6.6,5176.04470137793,299436701651.021
"Belgium","Europe & Central Asia",2009,10796493,4.85e+11,10.39434014,30280,4.6,44921.9945773132,5041254967900
"Belize","Latin America & Caribbean",2009,313925,1336957250,5.80764478,22810,19.5,4258.84287648324,7764572794.04566
"Benin","Sub-Saharan Africa",2009,9240982,7097198712,4.46430984,112760,113.9,768.013476489836,31684094046.4169
"Bermuda","North America",2009,65636,5806378000,NA,50,NA,88463.3128161375,NA
"Bhutan","South Asia",2009,707830,1264758198,6.02784218,38117,45.1,1786.81067205402,7623762813.40519
"Bolivia","Latin America & Caribbean",2009,9758799,17339992165,5.76173626,1083300,49.3,1776.85718959884,99908461605.1964
"Bosnia and Herzegovina","Europe & Central Asia",2009,3837732,17600630727,9.64051655,51200,7.8,4586.20631326002,169679171814.082
"Botswana","Sub-Saharan Africa",2009,2007212,10267128733,6.38817073,566730,57.3,5115.11924649713,65588171253.2926
"Brazil","Latin America & Caribbean",2009,196701298,1.67e+12,8.64909707,8358140,17.2,8490.03040132455,14443992106900
"British Virgin Islands","Latin America & Caribbean",2009,26450,NA,NA,150,NA,NA,NA
"Brunei Darussalam","East Asia & Pacific",2009,387080,10732366286,2.84871691,5270,9.1,27726.4810530123,30573473323.2421
"Bulgaria","Europe & Central Asia",2009,7444443,51783454184,6.77819389,108560,13.3,6955.98773259463,350998292753.084
"Burkina Faso","Sub-Saharan Africa",2009,15165856,8369175126,7.40543097,273600,121.4,551.843240895865,61977348671.4341
"Burundi","Sub-Saharan Africa",2009,9137786,1739781489,6.96418727,25680,103.5,190.394203694418,12116164098.2754
"Cabo Verde","Sub-Saharan Africa",2009,486673,1711817182,4.24249163,4030,28.1,3517.38679154175,7262370066.72519
"Cambodia","East Asia & Pacific",2009,14144337,10401851851,6.35516894,176520,47.3,735.407523944035,66105525801.9567
"Cameroon","Sub-Saharan Africa",2009,20074522,23381142147,5.06998858,472710,109,1164.71725438842,118542123672.647
"Canada","North America",2009,33628571,1.37e+12,11.17309256,9093510,5.7,40739.1678938721,15307136807200
"Cayman Islands","Latin America & Caribbean",2009,54285,NA,NA,240,NA,NA,NA
"Central African Republic","Sub-Saharan Africa",2009,4361492,1981728141,3.57683853,622980,154.2,454.36931696768,7088321570.71407
"Chad","Sub-Saharan Africa",2009,11510535,9253484290,3.30677754,1259200,164,803.914352373717,30599214016.9148
"Channel Islands","Europe & Central Asia",2009,158613,NA,NA,194,NA,NA,NA
"Chile","Latin America & Caribbean",2009,16829957,1.72e+11,7.39252832,743532,8.8,10219.8716253405,1271514871040
"China","East Asia & Pacific",2009,1331260000,5.06e+12,5.07535532,9388211,17,3800.91041569641,25681297919200
"Colombia","Latin America & Caribbean",2009,45416276,2.34e+11,7.01240715,1109500,19.1,5152.3378975414,1640903273100
"Comoros","Sub-Saharan Africa",2009,681845,514788082.3,3.8159446,1861,88.5,754.992824322243,1964402802.79704
"Congo, Dem. Rep.","Sub-Saharan Africa",2009,63845097,18262773821,5.6131874,2267050,120.1,286.048180348132,102512371901.087
"Congo, Rep.","Sub-Saharan Africa",2009,3950786,9593536531,2.26558576,341500,66.1,2428.26023252082,21734979752.6734
"Costa Rica","Latin America & Caribbean",2009,4488261,29382694861,9.68658882,51060,10.2,6546.56555423136,284618083542.034
"Cote d'Ivoire","Sub-Saharan Africa",2009,19684909,24277493862,6.41352727,318000,112.7,1233.304856121,155704368931.195
"Croatia","Europe & Central Asia",2009,4429078,62703095751,8.17701771,55960,5.6,14157.1441620581,512724324427.753
"Cuba","Latin America & Caribbean",2009,11297442,62078600000,11.78167488,106440,6.2,5494.9253114112,731389882205.568
"Cyprus","Europe & Central Asia",2009,1090486,25593262401,7.40220132,9240,3.8,23469.5928246672,189446480727.789
"Czech Republic","Europe & Central Asia",2009,10443936,2.06e+11,7.84539515,77250,4.3,19724.3644541675,1616151400900
"Denmark","Europe & Central Asia",2009,5523095,3.2e+11,11.47219769,42430,4.2,57938.5290312768,3671103260800
"Djibouti","Middle East & North Africa",2009,820097,1049110685,8.37116146,23180,78.5,1279.25194824515,8782274933.5462
"Dominica","Latin America & Caribbean",2009,70995,489259259.3,5.259277,750,17.9,6891.46079723924,2573149969.47353
"Dominican Republic","Latin America & Caribbean",2009,9767737,48193458083,4.41085261,48320,34.3,4933.94304975656,212574240370.326
"Ecuador","Latin America & Caribbean",2009,14691310,62519686000,5.57500385,248360,26,4255.55556311861,348547490150.791
"Egypt, Arab Rep.","Middle East & North Africa",2009,80442443,1.89e+11,5.0088987,995450,30.2,2349.50596913125,946681854300
"El Salvador","Latin America & Caribbean",2009,6021368,2.0661e+10,6.83139755,20720,20.8,3431.28006791812,141143504780.55
"Equatorial Guinea","Sub-Saharan Africa",2009,707155,10219467607,5.32060059,28050,114.6,14451.5242160488,54373705379.2901
"Eritrea","Sub-Saharan Africa",2009,4593549,1856695551,3.30193937,101000,57.9,404.196308997684,6130696137.95074
"Estonia","Europe & Central Asia",2009,1334515,19652486802,6.93238582,42390,5.1,14726.313905801,136238620833.922
"Ethiopia","Sub-Saharan Africa",2009,85302099,32437389116,4.40929621,1e+06,80.8,380.26484103281,143026056891.474
"Faroe Islands","Europe & Central Asia",2009,48613,2257097732,NA,1396,NA,46429.9206385123,NA
"Fiji","East Asia & Pacific",2009,851854,2870624636,4.25794871,18270,24,3369.8552052347,12222972465.7504
"Finland","Europe & Central Asia",2009,5338871,2.51e+11,9.20360107,303900,3.2,47013.6851030864,2310103868570
"France","Europe & Central Asia",2009,64707044,2.69e+12,11.28059369,547557,4.3,41571.9809422912,30344797026100
"French Polynesia","East Asia & Pacific",2009,265412,NA,NA,3660,NA,NA,NA
"Gabon","Sub-Saharan Africa",2009,1507428,12065138273,3.42794074,257670,66.1,8003.79074357117,41358579019.7499
"Gambia, The","Sub-Saharan Africa",2009,1638899,900639747.9,5.84983434,10120,84.3,549.5395066444,5268593325.23436
"Georgia","Europe & Central Asia",2009,3978000,10766809099,10.19421933,69490,17.9,2706.5885115636,109759213439.446
"Germany","Europe & Central Asia",2009,81902307,3.42e+12,11.40325491,348610,4.3,41757.065524418,38999131792200
"Ghana","Sub-Saharan Africa",2009,23713164,25977847814,5.17304409,227540,77.4,1095.50323246615,134384552105.132
"Gibraltar","Europe & Central Asia",2009,30407,NA,NA,10,NA,NA,NA
"Greece","Europe & Central Asia",2009,11107017,3.3e+11,9.76326668,128900,4.8,29710.9475928595,3221878004400
"Greenland","Europe & Central Asia",2009,56323,2314737667,NA,410450,NA,41097.5563624097,NA
"Grenada","Latin America & Caribbean",2009,104298,771278111.1,6.24465331,340,13.4,7394.94631824196,4816364409.41116
"Guam","East Asia & Pacific",2009,158621,NA,NA,540,NA,NA,NA
"Guatemala","Latin America & Caribbean",2009,14418033,37733609939,6.78776437,107160,35.7,2617.11219130931,256126853095.422
"Guinea","Sub-Saharan Africa",2009,10715770,4609923756,3.84851388,245720,116.3,430.199953526438,17741355560.7077
"Guinea-Bissau","Sub-Saharan Africa",2009,1596832,825796952.7,6.80645346,28120,121.6,517.147046589748,5620748525.96237
"Guyana","Latin America & Caribbean",2009,750749,2025565089,7.32019596,196850,41.7,2698.05899042157,14827533381.2148
"Haiti","Latin America & Caribbean",2009,9852953,6584649419,6.6786433,27560,81.2,668.291974903362,43976524725.0532
"Honduras","Latin America & Caribbean",2009,7383098,14587496229,8.84061142,111890,25.4,1975.79609927973,128962385751.304
"Hong Kong SAR, China","East Asia & Pacific",2009,6972800,2.14e+11,NA,1050,NA,30690.6837999082,NA
"Hungary","Europe & Central Asia",2009,10022650,1.3e+11,7.54933377,90530,6.8,12970.6215422069,981413390100
"Iceland","Europe & Central Asia",2009,318499,12855269884,9.12074545,100250,2.5,40362.0415888276,117249644303.015
"India","South Asia",2009,1214182182,1.37e+12,4.37573742,2973190,62.7,1128.33149778507,5994760265400
"Indonesia","East Asia & Pacific",2009,238465165,5.4e+11,2.82545945,1811570,34.7,2264.48169064861,1525748103000
"Iran, Islamic Rep.","Middle East & North Africa",2009,73370982,3.99e+11,7.63154127,1628550,20.2,5438.11721097041,3044984966730
"Iraq","Middle East & North Africa",2009,29970634,1.12e+11,4.64971686,434320,37.5,3736.99134959908,520768288320
"Ireland","Europe & Central Asia",2009,4535375,2.35e+11,9.53009384,68890,4.3,51814.8995397293,2239572052400
"Isle of Man","Europe & Central Asia",2009,83548,5047757848,NA,570,NA,60417.4588021257,NA
"Israel","Middle East & North Africa",2009,7485600,2.08e+11,7.45871596,21640,4.7,27786.6837661644,1551412919680
"Italy","Europe & Central Asia",2009,59095365,2.19e+12,9.41489657,294140,4.1,37058.7439471776,20618623488300
"Jamaica","Latin America & Caribbean",2009,2681386,12037473161,5.15809611,10830,18.5,4489.2727719918,62090443485.9835
"Japan","East Asia & Pacific",2009,128047000,5.04e+12,9.51396085,364500,3.3,39360.5472990386,47950362684000
"Jordan","Middle East & North Africa",2009,6266865,23818322958,9.54302829,88780,21.5,3800.67592935224,227298929808.551
"Kazakhstan","Europe & Central Asia",2009,16092701,1.15e+11,4.13485255,2699700,23.7,7146.09685471693,475508043250
"Kenya","Sub-Saharan Africa",2009,39269988,37021512049,4.16756719,569140,65.8,942.74314647104,154289638939.602
"Kiribati","East Asia & Pacific",2009,100566,127125253.5,12.24187853,810,63.9,1264.09774178152,1556251911.44246
"Korea, Dem. People’s Rep.","East Asia & Pacific",2009,24371806,NA,NA,120410,32.1,NA,NA
"Korea, Rep.","East Asia & Pacific",2009,49182038,9.02e+11,6.65612235,97100,4.3,18340.0289349539,6003822359700
"Kosovo","Europe & Central Asia",2009,1761474,5653792720,NA,10887,NA,3209.69410845689,NA
"Kuwait","Middle East & North Africa",2009,2881243,1.06e+11,3.87051709,17820,11.1,36789.6772330553,410274811540
"Kyrgyz Republic","Europe & Central Asia",2009,5383300,4690062255,6.79492613,191800,32.3,871.224389315104,31868626567.8262
"Lao PDR","East Asia & Pacific",2009,6153153,5832915387,3.77060611,230800,82.8,947.955525728029,21993626397.3352
"Latvia","Europe & Central Asia",2009,2141669,26144610787,6.83979658,62180,9.9,12207.587067376,178823819446.354
"Lebanon","Middle East & North Africa",2009,4181742,35139635158,7.42448512,10230,10.7,8403.10931616537,260893698352.8
"Lesotho","Sub-Saharan Africa",2009,1990413,1711412960,9.79523187,30360,106.5,859.828065833573,16763686768.523
"Liberia","Sub-Saharan Africa",2009,3821498,1155147400,14.39018881,96320,94.7,302.276070797368,16622789189.3806
"Libya","Middle East & North Africa",2009,6208680,63028320702,3.1625065,1759540,17.6,10151.645873519,199327473904.16
"Liechtenstein","Europe & Central Asia",2009,36004,4504376590,NA,160,NA,125107.671092101,NA
"Lithuania","Europe & Central Asia",2009,3162916,37440673478,7.53257874,62675,7.4,11837.3910271408,282024821051.665
"Luxembourg","Europe & Central Asia",2009,497783,50386496249,8.1146262,2590,2.6,101221.810003556,408867582588.337
"Macao SAR, China","East Asia & Pacific",2009,521405,21475520709,NA,29.5,NA,41187.7920407361,NA
"Macedonia, FYR","Europe & Central Asia",2009,2058920,9401731496,6.73638221,25220,11,4566.341332349,63333656792.8511
"Madagascar","Sub-Saharan Africa",2009,20495706,8550363975,4.70033897,581540,63.3,417.178309202913,40189608999.3766
"Malawi","Sub-Saharan Africa",2009,14329056,6191127665,10.17733374,94280,95.4,432.068076571129,63009172473.6519
"Malaysia","East Asia & Pacific",2009,27661017,2.02e+11,3.97454959,328550,8,7302.6960650073,802859017180
"Maldives","South Asia",2009,360000,2166330188,9.21822502,300,14.4,6017.58385555556,19969719140.6029
"Mali","Sub-Saharan Africa",2009,14694565,10181021770,6.84936871,1220190,142,692.842678228311,69733571947.2668
"Malta","Middle East & North Africa",2009,412477,8099400961,8.33140474,320,6.8,19636.0062767136,67479387557.636
"Marshall Islands","East Asia & Pacific",2009,52321,152130186,18.97912934,180,39.3,2907.63146728847,2887298476.61226
"Mauritania","Sub-Saharan Africa",2009,3501927,3662281668,3.78735326,1030700,100.4,1045.79040853793,13870354414.338
"Mauritius","Sub-Saharan Africa",2009,1247429,8834661043,4.96772048,2030,15.5,7082.29570019616,43888126597.1693
"Mexico","Latin America & Caribbean",2009,116815612,8.95e+11,6.59579987,1943950,17.4,7661.6471435342,5903240883650
"Micronesia, Fed. Sts.","East Asia & Pacific",2009,103961,277510900,13.44070448,700,42,2669.37505410683,3729941996.87883
"Moldova","Europe & Central Asia",2009,3565604,5439422031,12.48972121,32890,17.4,1525.52611871649,67936864710.722
"Monaco","Europe & Central Asia",2009,36351,5557245122,4.29791231,2,4.1,152877.365739595,23884552219.5313
"Mongolia","East Asia & Pacific",2009,2669572,4583850368,5.2898624,1553560,32.3,1717.07313681744,24247937708.9094
"Montenegro","Europe & Central Asia",2009,618294,4141382328,6.07482371,13450,7.4,6698.07943793729,25158167558.3094
"Morocco","Middle East & North Africa",2009,31714958,92897320376,5.66551271,446300,34.5,2929.13269429523,526310949315.17
"Mozambique","Sub-Saharan Africa",2009,23647815,10911698208,5.43496409,786380,107.6,461.425218693566,59304687921.3974
"Myanmar","East Asia & Pacific",2009,51369725,NA,2.04583935,653300,61.4,NA,NA
"Namibia","Sub-Saharan Africa",2009,2152357,8876191121,8.05232515,823290,56.7,4123.93999740749,71473976999.835
"Nauru","East Asia & Pacific",2009,10028,NA,9.45726812,20,39.7,NA,NA
"Nepal","South Asia",2009,26592666,12854985464,6.40782169,143350,48,483.403411451864,82372454680.8539
"Netherlands","Europe & Central Asia",2009,16530388,8.58e+11,10.29027545,33730,4.6,51904.4078094235,8829056336100
"New Caledonia","East Asia & Pacific",2009,245000,NA,NA,18280,NA,NA,NA
"New Zealand","East Asia & Pacific",2009,4302600,1.21e+11,11.20574784,263310,6.3,28122.5305629154,1355895488640
"Nicaragua","Latin America & Caribbean",2009,5666595,8380731880,6.81780512,120340,27.1,1478.97138934404,57138196720.8112
"Niger","Sub-Saharan Africa",2009,15672194,5397121856,6.97831587,1266700,132.1,344.375641087649,37662821100.0487
"Nigeria","Sub-Saharan Africa",2009,155207145,1.69e+11,4.23500082,910770,135.5,1088.86739718072,715715138580
"Northern Mariana Islands","East Asia & Pacific",2009,55276,NA,NA,460,NA,NA,NA
"Norway","Europe & Central Asia",2009,4828726,3.86e+11,9.48566447,365245,3.4,79938.26943173,3661466485420
"Oman","Middle East & North Africa",2009,2762073,48388296489,2.83003846,309500,11.7,17518.8333143259,136940740077.753
"Pakistan","South Asia",2009,166520983,1.68e+11,2.93914413,770880,93.7,1008.88186565653,493776213840
"Palau","East Asia & Pacific",2009,20344,186400000,9.52643642,460,20.1,9162.40660637043,1775727748.688
"Panama","Latin America & Caribbean",2009,3559401,26593500000,7.56026325,74340,20.5,7471.34138581183,201053860738.875
"Papua New Guinea","East Asia & Pacific",2009,6693799,8105331930,4.35763089,452860,67.9,1210.87172321726,35320044791.8713
"Paraguay","Latin America & Caribbean",2009,6127847,15929902138,9.13992194,397300,24.9,2599.59201624975,145598062053.159
"Peru","Latin America & Caribbean",2009,29001563,1.21e+11,5.36154745,1280000,22.1,4172.18892650717,648747241450
"Philippines","East Asia & Pacific",2009,91641881,1.68e+11,4.41043729,298170,32.6,1833.22295621584,740953464720
"Poland","Europe & Central Asia",2009,38151603,4.36e+11,7.12088233,306280,6.2,11428.0912390496,3104704695880
"Portugal","Europe & Central Asia",2009,10568247,2.44e+11,10.41844886,91590,4,23088.0296420021,2542101521840
"Puerto Rico","Latin America & Caribbean",2009,3740410,96385638000,NA,8870,NA,25768.7360476525,NA
"Qatar","Middle East & North Africa",2009,1591151,97798351648,2.63380793,11610,9.2,61463.9035817468,257582074111.431
"Romania","Europe & Central Asia",2009,20367487,1.67e+11,5.55959499,230060,14.9,8199.3424127385,928452363330
"Russian Federation","Europe & Central Asia",2009,142785342,1.22e+12,7.44325087,16376870,12.7,8544.29441363806,9080766061400
"Rwanda","Sub-Saharan Africa",2009,10024594,5308990459,7.20190506,24670,70.6,529.596556129854,38234845250.1638
"Samoa","East Asia & Pacific",2009,184700,586153251.8,5.04306066,2830,24.1,3173.54224038982,2956006404.88365
"San Marino","Europe & Central Asia",2009,30431,NA,4.57007456,60,3.6,NA,NA
"Sao Tome and Principe","Sub-Saharan Africa",2009,167196,192558289.7,6.6527575,960,58.5,1151.69196452068,1281043605.98885
"Saudi Arabia","Middle East & North Africa",2009,27409491,4.29e+11,4.08644859,2149690,17.6,15651.512828166,1753086445110
"Senegal","Sub-Saharan Africa",2009,12581624,12812994419,4.8075596,192530,70.1,1018.38955122169,61599234323.8099
"Serbia","Europe & Central Asia",2009,7320807,42616653300,9.90349052,87460,7.8,5821.30539706893,422053621950.677
"Seychelles","Sub-Saharan Africa",2009,87298,847397850.1,2.63590921,460,14.2,9706.95605970355,2233663797.61279
"Sierra Leone","Sub-Saharan Africa",2009,5647194,2489985963,13.13439594,72180,169.9,440.924459651997,32704461523.0842
"Singapore","East Asia & Pacific",2009,4987573,1.92e+11,4.27307275,700,2.8,38495.6771560035,820429968000
"Sint Maarten (Dutch part)","Latin America & Caribbean",2009,39133,NA,NA,34,NA,NA,NA
"Slovak Republic","Europe & Central Asia",2009,5386406,88661433732,9.15199445,48090,8.6,16460.2211069867,811428949444.307
