"name","region","year","POP","GDP","HEX","LAN","MOR","GDP_cap","HEX_total"
"Comoros","Sub-Saharan Africa",2006,633814,406111873.5,4.57135897,1861,95.7,640.74298374602,1856483155.74773
"Congo, Dem. Rep.","Sub-Saharan Africa",2006,57926840,14296507096,3.38568114,2267050,133.5,246.802813618005,48403414442.8034
"Congo, Rep.","Sub-Saharan Africa",2006,3604595,7731261311,2.3727083,341500,87.4,2144.83494289927,18344027882.0786
"Costa Rica","Latin America & Caribbean",2006,4308790,22526463619,7.8231858,51060,10.3,5228.02541293495,176228710308.377
"Cote d'Ivoire","Sub-Saharan Africa",2006,18486392,17800887796,5.87099688,318000,125.1,962.918442711807,104508956711.546
"Croatia","Europe & Central Asia",2006,4440000,50453577898,6.95312104,55960,6.5,11363.4184454955,350809834025.863
"Cuba","Latin America & Caribbean",2006,11275199,52742100000,7.67119625,106430,6.6,4677.70901427106,404594999737.125
"Cyprus","Europe & Central Asia",2006,1048293,19866878479,6.27810151,9240,4.6,18951.6466092972,124726279777.996
"Czech Republic","Europe & Central Asia",2006,10238905,1.55e+11,6.69370303,77250,5,15138.3375468373,1037523969650
"Denmark","Europe & Central Asia",2006,5437272,2.83e+11,9.92431629,42430,4.7,52048.1594446627,2808581510070
"Djibouti","Middle East & North Africa",2006,788941,768873684,7.05121762,23180,86,974.564237376432,5421495668.17511
"Dominica","Latin America & Caribbean",2006,70690,390370370.4,4.54040177,750,16,5522.28561889942,1772438320.71972
"Dominican Republic","Latin America & Caribbean",2006,9371333,35952890849,4.34435286,48320,36.1,3836.47564855501,156192044185.121
"Ecuador","Latin America & Caribbean",2006,13967490,46802044000,5.85722282,248360,28.3,3350.78414231906,274130000139.444
"Egypt, Arab Rep.","Middle East & North Africa",2006,76274285,1.07e+11,5.23956984,995450,34.1,1402.83189806368,560633972880
"El Salvador","Latin America & Caribbean",2006,5967556,18550700000,6.67646241,20720,23.6,3108.59252933697,123853051229.187
"Equatorial Guinea","Sub-Saharan Africa",2006,645718,9144693758,2.12883668,28050,126.9,14162.0548877374,19467559499.3974
"Eritrea","Sub-Saharan Africa",2006,4304440,1211161880,3.29897088,101000,66.3,281.375017423869,3995587773.08605
"Estonia","Europe & Central Asia",2006,1346810,16963630661,5.01483256,42390,6.7,12595.4148402522,85069767374.5971
"Ethiopia","Sub-Saharan Africa",2006,78735675,15280861835,4.46674967,1e+06,101.3,194.077993679485,68255784558.8018
"Faroe Islands","Europe & Central Asia",2006,48505,1970142378,NA,1396,NA,40617.3049788682,NA
"Fiji","East Asia & Pacific",2006,827390,3102741451,3.83604195,18270,23.8,3750.03499075406,11902246366.0399
"Finland","Europe & Central Asia",2006,5266268,2.17e+11,8.38132513,304110,3.6,41205.6507568548,1818747553210
"France","Europe & Central Asia",2006,63621376,2.33e+12,10.52922033,547556,4.5,36622.911142318,24533083368900
"French Polynesia","East Asia & Pacific",2006,257731,NA,NA,3660,NA,NA,NA
"Gabon","Sub-Saharan Africa",2006,1408920,10154041930,2.88201626,257670,74.5,7206.96840842631,29264113946.9818
"Gambia, The","Sub-Saharan Africa",2006,1487731,655068696,5.52277969,10120,94.2,440.313938474092,3617800089.82358
"Georgia","Europe & Central Asia",2006,4136000,7745406201,8.39422247,69490,22.7,1872.68041610251,65016662771.7115
"Germany","Europe & Central Asia",2006,82376451,3e+12,10.34100073,348720,4.6,36418.1748980664,31023002190000
"Ghana","Sub-Saharan Africa",2006,21951891,20409257610,4.63638188,227540,84.4,929.726628562432,94625112167.2561
"Gibraltar","Europe & Central Asia",2006,29437,NA,NA,10,NA,NA,NA
"Greece","Europe & Central Asia",2006,11020362,2.73e+11,9.33528442,128900,5.2,24772.3259907433,2548532646660
"Greenland","Europe & Central Asia",2006,56774,1811232805,NA,410450,NA,31902.504755698,NA
"Grenada","Latin America & Caribbean",2006,103259,698518518.5,5.99301739,340,14,6764.7228667719,4186233628.60754
"Guam","East Asia & Pacific",2006,158429,NA,NA,540,NA,NA,NA
"Guatemala","Latin America & Caribbean",2006,13490041,30231249362,7.07207735,107160,39.9,2241.00500228279,213797733875.202
"Guinea","Sub-Saharan Africa",2006,9898301,2931625105,3.02029095,245720,131.2,296.174576323755,8854360773.4243
"Guinea-Bissau","Sub-Saharan Africa",2006,1494603,591829897.5,5.8746927,28120,139.9,395.977993821771,3476818778.485
"Guyana","Latin America & Caribbean",2006,743705,1458446872,4.66920858,196850,42.4,1961.05562286122,6809792648.21656
"Haiti","Latin America & Caribbean",2006,9409479,4757289752,5.69978142,27560,87.7,505.584820583584,27115511738.006
"Honduras","Latin America & Caribbean",2006,7007029,10841742348,7.63244921,111890,28.8,1547.26665866518,82749047819.0161
"Hong Kong SAR, China","East Asia & Pacific",2006,6857100,1.94e+11,NA,1050,NA,28291.8434906885,NA
"Hungary","Europe & Central Asia",2006,10071370,1.15e+11,8.09995208,89610,7.9,11418.5061218087,931494489200
"Iceland","Europe & Central Asia",2006,303782,17041293816,8.96470691,100250,2.9,56097.11508911,152770204427.635
"India","South Asia",2006,1162088305,9.49e+11,4.24668128,2973190,71.5,816.633293629093,4030100534720
"Indonesia","East Asia & Pacific",2006,229263980,3.65e+11,2.90514781,1811570,39.6,1592.05122409547,1060378950650
"Iran, Islamic Rep.","Middle East & North Africa",2006,70923164,2.59e+11,5.94523503,1628550,24.2,3651.83933418424,1539815872770
"Iraq","Middle East & North Africa",2006,27716983,65140293688,2.99905461,437370,39.9,2350.19423607541,195359298081.75
"Ireland","Europe & Central Asia",2006,4273591,2.32e+11,7.22353538,68890,4.9,54286.8983016859,1675860208160
"Isle of Man","Europe & Central Asia",2006,81110,3344402193,NA,570,NA,41232.9206386389,NA
"Israel","Middle East & North Africa",2006,7053700,1.55e+11,7.37962269,21640,5.3,21974.2830004111,1143841516950
"Italy","Europe & Central Asia",2006,58143979,1.94e+12,8.81849072,294140,4.3,33365.4495850723,17107871996800
"Jamaica","Latin America & Caribbean",2006,2653042,11905525197,4.22114615,10830,19.5,4487.49970675172,50254961849.0445
"Japan","East Asia & Pacific",2006,127854000,4.36e+12,8.19413457,364500,3.6,34101.3969058457,35726426725200
"Jordan","Middle East & North Africa",2006,5530218,15056936953,8.08490328,88240,23.4,2722.66607808227,121733878958.063
"Kazakhstan","Europe & Central Asia",2006,15308084,81003884545,3.72656036,2699700,30.3,5291.57565015975,301865865151.414
"Kenya","Sub-Saharan Africa",2006,36286015,25825524821,4.24362134,569140,80.7,711.72116367697,109593748247.095
"Kiribati","East Asia & Pacific",2006,94257,104668674.7,10.92704338,810,64.8,1110.46049311987,1143719148.97401
"Korea, Dem. People’s Rep.","East Asia & Pacific",2006,23969897,NA,NA,120410,32.2,NA,NA
"Korea, Rep.","East Asia & Pacific",2006,48371946,1.01e+12,5.75710863,96880,5.2,20879.8711550699,5814679716300
"Kosovo","Europe & Central Asia",2006,1719536,4078158324,NA,10887,NA,2371.66207860725,NA
"Kuwait","Middle East & North Africa",2006,2389498,1.02e+11,2.25224274,17820,11.6,42686.7902797994,229728759480
"Kyrgyz Republic","Europe & Central Asia",2006,5218400,2834168889,6.73429073,191800,37.9,543.110702322551,19086117276.4471
"Lao PDR","East Asia & Pacific",2006,5838837,3452882514,4.14334297,230800,93.5,591.364772470956,14306476490.6178
"Latvia","Europe & Central Asia",2006,2218357,21410923000,6.7991405,62196,11.8,9651.70303968207,145575873711.681
"Lebanon","Middle East & North Africa",2006,4057041,21796351575,8.83001398,10230,13,5372.475056328,192462089120.245
"Lesotho","Sub-Saharan Africa",2006,1940345,1428852972,7.11552059,30360,123.2,736.391194349458,10167032742.3487
"Liberia","Sub-Saharan Africa",2006,3384804,604028900,10.90408771,96320,115.7,178.453139384142,6586384104.97482
"Libya","Middle East & North Africa",2006,5907149,54961936663,2.5091272,1759540,21.7,9304.30850195246,137906490245.811
"Liechtenstein","Europe & Central Asia",2006,35141,4000101033,NA,160,NA,113830.028542159,NA
"Lithuania","Europe & Central Asia",2006,3269909,30216060233,6.19588569,62680,9.5,9240.64254785072,187215255205.823
"Luxembourg","Europe & Central Asia",2006,472637,41913561661,7.74947883,2590,3.3,88680.2380283389,324808258781.819
"Macao SAR, China","East Asia & Pacific",2006,479728,14789661809,NA,28.6,NA,30829.2653524497,NA
"Macedonia, FYR","Europe & Central Asia",2006,2047330,6861222332,7.61320744,25430,13.2,3351.30259020285,52235908905.4765
"Madagascar","Sub-Saharan Africa",2006,18826129,5515884349,5.11190088,581540,75.4,292.990893082694,28196654057.6313
"Malawi","Sub-Saharan Africa",2006,13112383,3998020177,8.99284504,94280,109.9,304.904164025715,35953575918.5544
"Malaysia","East Asia & Pacific",2006,26263048,1.63e+11,3.65423211,328550,8.1,6206.43879567977,595639833930
"Maldives","South Asia",2006,333000,1474698125,7.37121198,300,20.1,4428.5228978979,10870312485.8835
"Mali","Sub-Saharan Africa",2006,13309942,6899799786,6.55543828,1220190,162.9,518.394429216897,45231211641.4802
"Malta","Middle East & North Africa",2006,405308,6365500032,8.93281432,320,6.9,15705.3402153424,56861829839.8101
"Marshall Islands","East Asia & Pacific",2006,52080,143656582.8,19.79982033,180,39.9,2758.38292626728,2844374528.66177
"Mauritania","Sub-Saharan Africa",2006,3241762,3040716679,3.20757593,1030700,107.9,937.982701691241,9753329629.50994
"Mauritius","Sub-Saharan Africa",2006,1233996,6731529168,4.37870539,2030,15.9,5455.06563068276,29475383050.8638
"Mexico","Latin America & Caribbean",2006,111382857,9.65e+11,5.83217814,1943950,18.9,8663.81080528398,5628051905100
"Micronesia, Fed. Sts.","East Asia & Pacific",2006,105680,252991200,11.92411067,700,45.9,2393.93641180924,3016695067.3361
"Moldova","Europe & Central Asia",2006,3585209,3408272498,10.62583313,32890,18.7,950.648204330626,36215734825.3163
"Monaco","Europe & Central Asia",2006,34384,4663488363,3.81972113,2,4.4,135629.605717776,17813225039.6602
"Mongolia","East Asia & Pacific",2006,2558484,3414055663,4.67597361,1553560,40.3,1334.4057117418,15964034183.2591
"Montenegro","Europe & Central Asia",2006,615025,2696020575,8.01219061,13450,9.6,4383.59509776025,21601030735.3818
"Morocco","Middle East & North Africa",2006,30691434,68640825481,5.23396796,446300,38.8,2236.48153686791,359263881315.506
"Mozambique","Sub-Saharan Africa",2006,21737860,8312078525,6.51278626,786380,127.8,382.377958317884,54134790809.6611
"Myanmar","East Asia & Pacific",2006,50355559,NA,1.77640517,653470,68.1,NA,NA
"Namibia","Sub-Saharan Africa",2006,2053915,7978734402,7.19928741,823290,68.4,3884.64683397317,57441202128.0525
"Nauru","East Asia & Pacific",2006,10101,NA,13.54904504,20,39,NA,NA
"Nepal","South Asia",2006,25794344,9043715356,5.69674996,143350,56.6,350.608465018533,51519785092.5444
"Netherlands","Europe & Central Asia",2006,16346101,7.27e+11,9.35703746,33760,5.2,44475.4379041216,6802566233420
"New Caledonia","East Asia & Pacific",2006,235000,NA,NA,18280,NA,NA,NA
"New Zealand","East Asia & Pacific",2006,4184600,1.12e+11,8.64627633,263310,6.5,26764.8042823687,968382948960
"Nicaragua","Latin America & Caribbean",2006,5450217,6786294637,6.33185521,120340,30.4,1245.14209929623,42969835053.8835
"Niger","Sub-Saharan Africa",2006,13995530,3646728060,7.39442881,1266700,161.8,260.563770003708,26965471029.0994
"Nigeria","Sub-Saharan Africa",2006,143318011,1.45e+11,3.65686026,910770,152.2,1011.73606156173,530244737700
"Northern Mariana Islands","East Asia & Pacific",2006,62235,NA,NA,460,NA,NA,NA
"Norway","Europe & Central Asia",2006,4660677,3.45e+11,8.43055064,365245,3.9,74023.5806943927,2908539970800
"Oman","Middle East & North Africa",2006,2553376,37215864759,2.31084657,309500,12.3,14575.1603990168,86000153427.919
"Pakistan","South Asia",2006,156524189,1.37e+11,3.40168643,770880,99.3,875.264078193052,466031040910
"Palau","East Asia & Pacific",2006,20012,194700000,8.71445874,460,22.1,9729.1625024985,1696705116.678
"Panama","Latin America & Caribbean",2006,3378600,18144936600,6.99655716,74340,22.3,5370.54892559048,126952086086.476
"Papua New Guinea","East Asia & Pacific",2006,6236158,5527856839,5.91902791,452860,72.9,886.420266933583,32719538912.5254
"Paraguay","Latin America & Caribbean",2006,5882797,10646157920,6.42732062,397300,27.5,1809.71023137463,68426270322.9923
"Peru","Latin America & Caribbean",2006,27949958,87862091339,4.46819608,1280000,25.9,3143.55003105908,392585052101.522
"Philippines","East Asia & Pacific",2006,87592899,1.22e+11,3.95164594,298170,34.9,1392.80696714924,482100804680
"Poland","Europe & Central Asia",2006,38141267,3.43e+11,6.1706712,306320,7.3,8992.88426889437,2116540221600
"Portugal","Europe & Central Asia",2006,10522288,2.09e+11,9.67265428,91470,4.4,19862.6002253502,2021584744520
"Puerto Rico","Latin America & Caribbean",2006,3805214,87276164365,NA,8870,NA,22935.9411494334,NA
"Qatar","Middle East & North Africa",2006,988448,60882142857,2.58341286,11610,10,61593.6729671161,157283710801.131
"Romania","Europe & Central Asia",2006,21193760,1.24e+11,5.05987966,229980,19.2,5850.77871977412,627425077840
"Russian Federation","Europe & Central Asia",2006,143049528,9.9e+11,5.30478653,16377740,15.5,6920.67994799675,5251738664700
"Rwanda","Sub-Saharan Africa",2006,9231041,3110328011,10.01649788,24670,98.6,336.942281049342,31154593928.2861
"Samoa","East Asia & Pacific",2006,181072,505832439.8,4.67689122,2830,19.1,2793.54311986392,2365723296.4918
"San Marino","Europe & Central Asia",2006,29568,1469000145,3.85005378,60,4,49682.093648539,5655729561.0778
"Sao Tome and Principe","Sub-Saharan Africa",2006,156584,134441116.9,7.84085755,960,66.7,858.587830812854,1054133646.4758
"Saudi Arabia","Middle East & North Africa",2006,25419994,3.77e+11,3.54970413,2149690,19.2,14830.8453573986,1338238457010
"Senegal","Sub-Saharan Africa",2006,11578430,9358710935,5.4435566,192530,88.8,808.288423819119,50944672677.7114
"Serbia","Europe & Central Asia",2006,7411569,30607991862,8.99165287,87460,8.4,4129.75874096295,275216437870.889
"Seychelles","Sub-Saharan Africa",2006,84600,1016418229,3.72881909,460,14.2,12014.3998699764,3790039695.71919
"Sierra Leone","Sub-Saharan Africa",2006,5243214,1885112202,10.67789154,72180,196.2,359.533713863291,20129023633.6866
"Singapore","East Asia & Pacific",2006,4401365,1.48e+11,3.65590488,694,2.9,33625.9319552003,541073922240
"Sint Maarten (Dutch part)","Latin America & Caribbean",2006,38270,NA,NA,34,NA,NA,NA
"Slovak Republic","Europe & Central Asia",2006,5373054,70388970016,7.34768079,48100,9.5,13100.3652701052,517195682814.449
"Slovenia","Europe & Central Asia",2006,2006868,39587730523,8.41787985,20140,4,19726.1257456893,333244759076.792
"Solomon Islands","East Asia & Pacific",2006,480716,456707935,6.6640115,27990,33.4,950.057695188011,3043506930.98125
"Somalia","Sub-Saharan Africa",2006,8686939,NA,NA,627340,173.7,NA,NA
"South Africa","Sub-Saharan Africa",2006,47921682.32,2.72e+11,7.56779385,1213090,73.1,5675.9276142207,2058439927200
"South Sudan","Sub-Saharan Africa",2006,8445659,NA,NA,NA,132.1,NA,NA
"Spain","Europe & Central Asia",2006,44397319,1.26e+12,8.23258934,498980,5.5,28380.0920501528,10373062568400
"Sri Lanka","South Asia",2006,19520000,28279814925,4.06216396,62710,13.2,1448.76101050205,114877244983.805
"St. Kitts and Nevis","Latin America & Caribbean",2006,49818,636071000,5.45901566,260,14.6,12767.8951383034,3472321549.87186
"St. Lucia","Latin America & Caribbean",2006,167656,1074708501,6.37266722,610,17,6410.20005845302,6848759635.37804
"St. Martin (French part)","Latin America & Caribbean",2006,28414,NA,NA,54.4,NA,NA,NA
"St. Vincent and the Grenadines","Latin America & Caribbean",2006,108908,610778296.3,3.88350892,390,21.7,5608.20413835531,2371962961.82345
"Sudan","Sub-Saharan Africa",2006,32809056,35822408612,3.92670182,2376000,89.3,1091.845148242,140663917093.524
"Suriname","Latin America & Caribbean",2006,495953,2626380435,6.21722335,156000,28.3,5295.62364780534,16328793766.4652
"Swaziland","Sub-Saharan Africa",2006,1118204,2947943587,6.81322502,17200,122.7,2636.32001584684,20085003004.4969
"Sweden","Europe & Central Asia",2006,9080505,4.2e+11,8.94799761,410340,3.4,46252.9341705114,3758158996200
"Switzerland","Europe & Central Asia",2006,7483934,4.29e+11,10.38772207,39517,5,57322.793065786,4456332768030
"Syrian Arab Republic","Middle East & North Africa",2006,18728200,33332844575,3.77755937,183630,18,1779.82104927329,125916799353.045
"Tajikistan","Europe & Central Asia",2006,6949566,2830228903,5.70209357,139960,61.5,407.252611601933,16138230029.4245
"Tanzania","Sub-Saharan Africa",2006,40260847,18610460327,6.86400679,885800,85.8,462.247113852324,127742326049.554
"Thailand","East Asia & Pacific",2006,66174486,2.22e+11,4.85773975,510890,17,3354.7672739007,1078418224500
"Timor-Leste","East Asia & Pacific",2006,996052,4.63e+08,0.65286624,14870,78.5,464.835169248192,302277069.12
"Togo","Sub-Saharan Africa",2006,5732175,2202809251,5.56021357,54390,102.1,384.288555565732,12248089889.5317
"Tonga","East Asia & Pacific",2006,101507,287983019.9,5.60594356,720,16.7,2837.07547164235,1614416555.79776
"Trinidad and Tobago","Latin America & Caribbean",2006,1303141,18369070083,4.48975901,5130,26.3,14095.995815495,82472697910.4707
"Tunisia","Middle East & North Africa",2006,10127900,34378437265,5.64434473,155360,21.7,3394.42897984775,194043751202.338
"Turkey","Europe & Central Asia",2006,68704721,5.31e+11,5.81085626,769630,25.7,7728.72653103416,3085564674060
"Turkmenistan","Europe & Central Asia",2006,4801594,10277598152,2.90279089,469930,68,2140.45547207865,29833718286.7064
